Store,Id,DayOfWeek,Date,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,month,year,day
1,17977,4,27/08/2015,1,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,27
1,18833,3,26/08/2015,1,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,26
1,19689,2,25/08/2015,1,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,25
1,20545,1,24/08/2015,1,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,24
1,21401,7,23/08/2015,0,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,23
1,22257,6,22/08/2015,1,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,22
1,23113,5,21/08/2015,1,1,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,21
1,23969,4,20/08/2015,1,1,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,20
1,24825,3,19/08/2015,1,1,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,19
1,25681,2,18/08/2015,1,1,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,18
1,26537,1,17/08/2015,1,1,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,17
1,27393,7,16/08/2015,0,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,16
1,28249,6,15/08/2015,1,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,15
1,29105,5,14/08/2015,1,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,14
1,29961,4,13/08/2015,1,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,13
1,30817,3,12/08/2015,1,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,12
1,31673,2,11/08/2015,1,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,11
1,32529,1,10/08/2015,1,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,10
1,33385,7,09/08/2015,0,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,9
1,34241,6,08/08/2015,1,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,8
1,35097,5,07/08/2015,1,1,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,7
1,35953,4,06/08/2015,1,1,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,6
1,36809,3,05/08/2015,1,1,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,5
1,37665,2,04/08/2015,1,1,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,4
1,38521,1,03/08/2015,1,1,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,3
1,39377,7,02/08/2015,0,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,2
1,40233,6,01/08/2015,1,0,0,1,c,a,1270,9,2008,0,NA,NA,,8,15,1
3,2,4,17/09/2015,1,1,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,17
3,858,3,16/09/2015,1,1,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,16
3,1714,2,15/09/2015,1,1,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,15
3,2570,1,14/09/2015,1,1,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,14
3,3426,7,13/09/2015,0,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,13
3,4282,6,12/09/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,12
3,5138,5,11/09/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,11
3,5994,4,10/09/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,10
3,6850,3,09/09/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,9
3,7706,2,08/09/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,8
3,8562,1,07/09/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,7
3,9418,7,06/09/2015,0,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,6
3,10274,6,05/09/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,5
3,11130,5,04/09/2015,1,1,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,4
3,11986,4,03/09/2015,1,1,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,3
3,12842,3,02/09/2015,1,1,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,2
3,13698,2,01/09/2015,1,1,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,1
3,14554,1,31/08/2015,1,1,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,31
3,15410,7,30/08/2015,0,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,30
3,16266,6,29/08/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,29
3,17122,5,28/08/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,28
3,17978,4,27/08/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,27
3,18834,3,26/08/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,26
3,19690,2,25/08/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,25
3,20546,1,24/08/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,24
3,21402,7,23/08/2015,0,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,23
3,22258,6,22/08/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,22
3,23114,5,21/08/2015,1,1,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,21
3,23970,4,20/08/2015,1,1,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,20
3,24826,3,19/08/2015,1,1,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,19
3,25682,2,18/08/2015,1,1,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,18
3,26538,1,17/08/2015,1,1,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,17
3,27394,7,16/08/2015,0,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,16
3,28250,6,15/08/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,15
3,29106,5,14/08/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,14
3,29962,4,13/08/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,13
3,30818,3,12/08/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,12
3,31674,2,11/08/2015,1,0,0,1,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,11
3,32530,1,10/08/2015,1,0,0,1,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,10
3,33386,7,09/08/2015,0,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,9
3,34242,6,08/08/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,8
3,35098,5,07/08/2015,1,1,0,1,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,7
3,35954,4,06/08/2015,1,1,0,1,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,6
3,36810,3,05/08/2015,1,1,0,1,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,5
3,37666,2,04/08/2015,1,1,0,1,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,4
3,38522,1,03/08/2015,1,1,0,1,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,3
3,39378,7,02/08/2015,0,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,2
3,40234,6,01/08/2015,1,0,0,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,1
7,3,4,17/09/2015,1,1,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,17
7,859,3,16/09/2015,1,1,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,16
7,1715,2,15/09/2015,1,1,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,15
7,2571,1,14/09/2015,1,1,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,14
7,3427,7,13/09/2015,0,0,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,13
7,4283,6,12/09/2015,1,0,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,12
7,5139,5,11/09/2015,1,0,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,11
7,5995,4,10/09/2015,1,0,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,10
7,6851,3,09/09/2015,1,0,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,9
7,7707,2,08/09/2015,1,0,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,8
7,8563,1,07/09/2015,1,0,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,7
7,9419,7,06/09/2015,0,0,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,6
7,10275,6,05/09/2015,1,0,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,5
7,11131,5,04/09/2015,1,1,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,4
7,11987,4,03/09/2015,1,1,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,3
7,12843,3,02/09/2015,1,1,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,2
7,13699,2,01/09/2015,1,1,0,0,a,c,24000,4,2013,0,NA,NA,,9,15,1
7,14555,1,31/08/2015,1,1,0,0,a,c,24000,4,2013,0,NA,NA,,8,15,31
7,15411,7,30/08/2015,0,0,0,0,a,c,24000,4,2013,0,NA,NA,,8,15,30
7,16267,6,29/08/2015,1,0,0,0,a,c,24000,4,2013,0,NA,NA,,8,15,29
7,17123,5,28/08/2015,1,0,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,28
7,17979,4,27/08/2015,1,0,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,27
7,18835,3,26/08/2015,1,0,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,26
7,19691,2,25/08/2015,1,0,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,25
7,20547,1,24/08/2015,1,0,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,24
7,21403,7,23/08/2015,0,0,0,0,a,c,24000,4,2013,0,NA,NA,,8,15,23
7,22259,6,22/08/2015,1,0,0,0,a,c,24000,4,2013,0,NA,NA,,8,15,22
7,23115,5,21/08/2015,1,1,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,21
7,23971,4,20/08/2015,1,1,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,20
7,24827,3,19/08/2015,1,1,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,19
7,25683,2,18/08/2015,1,1,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,18
7,26539,1,17/08/2015,1,1,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,17
7,27395,7,16/08/2015,0,0,0,0,a,c,24000,4,2013,0,NA,NA,,8,15,16
7,28251,6,15/08/2015,1,0,0,0,a,c,24000,4,2013,0,NA,NA,,8,15,15
7,29107,5,14/08/2015,1,0,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,14
7,29963,4,13/08/2015,1,0,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,13
7,30819,3,12/08/2015,1,0,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,12
7,31675,2,11/08/2015,1,0,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,11
7,32531,1,10/08/2015,1,0,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,10
7,33387,7,09/08/2015,0,0,0,0,a,c,24000,4,2013,0,NA,NA,,8,15,9
7,34243,6,08/08/2015,1,0,0,0,a,c,24000,4,2013,0,NA,NA,,8,15,8
7,35099,5,07/08/2015,1,1,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,7
7,35955,4,06/08/2015,1,1,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,6
7,36811,3,05/08/2015,1,1,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,5
7,37667,2,04/08/2015,1,1,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,4
7,38523,1,03/08/2015,1,1,0,1,a,c,24000,4,2013,0,NA,NA,,8,15,3
7,39379,7,02/08/2015,0,0,0,0,a,c,24000,4,2013,0,NA,NA,,8,15,2
7,40235,6,01/08/2015,1,0,0,0,a,c,24000,4,2013,0,NA,NA,,8,15,1
8,4,4,17/09/2015,1,1,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,17
8,860,3,16/09/2015,1,1,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,16
8,1716,2,15/09/2015,1,1,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,15
8,2572,1,14/09/2015,1,1,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,14
8,3428,7,13/09/2015,0,0,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,13
8,4284,6,12/09/2015,1,0,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,12
8,5140,5,11/09/2015,1,0,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,11
8,5996,4,10/09/2015,1,0,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,10
8,6852,3,09/09/2015,1,0,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,9
8,7708,2,08/09/2015,1,0,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,8
8,8564,1,07/09/2015,1,0,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,7
8,9420,7,06/09/2015,0,0,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,6
8,10276,6,05/09/2015,1,0,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,5
8,11132,5,04/09/2015,1,1,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,4
8,11988,4,03/09/2015,1,1,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,3
8,12844,3,02/09/2015,1,1,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,2
8,13700,2,01/09/2015,1,1,0,0,a,a,7520,10,2014,0,NA,NA,,9,15,1
8,14556,1,31/08/2015,1,1,0,0,a,a,7520,10,2014,0,NA,NA,,8,15,31
8,15412,7,30/08/2015,0,0,0,0,a,a,7520,10,2014,0,NA,NA,,8,15,30
8,16268,6,29/08/2015,1,0,0,0,a,a,7520,10,2014,0,NA,NA,,8,15,29
8,17124,5,28/08/2015,1,0,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,28
8,17980,4,27/08/2015,1,0,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,27
8,18836,3,26/08/2015,1,0,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,26
8,19692,2,25/08/2015,1,0,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,25
8,20548,1,24/08/2015,1,0,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,24
8,21404,7,23/08/2015,0,0,0,0,a,a,7520,10,2014,0,NA,NA,,8,15,23
8,22260,6,22/08/2015,1,0,0,0,a,a,7520,10,2014,0,NA,NA,,8,15,22
8,23116,5,21/08/2015,1,1,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,21
8,23972,4,20/08/2015,1,1,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,20
8,24828,3,19/08/2015,1,1,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,19
8,25684,2,18/08/2015,1,1,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,18
8,26540,1,17/08/2015,1,1,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,17
8,27396,7,16/08/2015,0,0,0,0,a,a,7520,10,2014,0,NA,NA,,8,15,16
8,28252,6,15/08/2015,1,0,0,0,a,a,7520,10,2014,0,NA,NA,,8,15,15
8,29108,5,14/08/2015,1,0,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,14
8,29964,4,13/08/2015,1,0,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,13
8,30820,3,12/08/2015,1,0,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,12
8,31676,2,11/08/2015,1,0,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,11
8,32532,1,10/08/2015,1,0,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,10
8,33388,7,09/08/2015,0,0,0,0,a,a,7520,10,2014,0,NA,NA,,8,15,9
8,34244,6,08/08/2015,1,0,0,0,a,a,7520,10,2014,0,NA,NA,,8,15,8
8,35100,5,07/08/2015,1,1,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,7
8,35956,4,06/08/2015,1,1,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,6
8,36812,3,05/08/2015,1,1,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,5
8,37668,2,04/08/2015,1,1,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,4
8,38524,1,03/08/2015,1,1,0,1,a,a,7520,10,2014,0,NA,NA,,8,15,3
8,39380,7,02/08/2015,0,0,0,0,a,a,7520,10,2014,0,NA,NA,,8,15,2
8,40236,6,01/08/2015,1,0,0,0,a,a,7520,10,2014,0,NA,NA,,8,15,1
9,5,4,17/09/2015,1,1,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,17
9,861,3,16/09/2015,1,1,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,16
9,1717,2,15/09/2015,1,1,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,15
9,2573,1,14/09/2015,1,1,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,14
9,3429,7,13/09/2015,0,0,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,13
9,4285,6,12/09/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,12
9,5141,5,11/09/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,11
9,5997,4,10/09/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,10
9,6853,3,09/09/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,9
9,7709,2,08/09/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,8
9,8565,1,07/09/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,7
9,9421,7,06/09/2015,0,0,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,6
9,10277,6,05/09/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,5
9,11133,5,04/09/2015,1,1,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,4
9,11989,4,03/09/2015,1,1,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,3
9,12845,3,02/09/2015,1,1,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,2
9,13701,2,01/09/2015,1,1,0,0,a,c,2030,8,2000,0,NA,NA,,9,15,1
9,14557,1,31/08/2015,1,1,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,31
9,15413,7,30/08/2015,0,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,30
9,16269,6,29/08/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,29
9,17125,5,28/08/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,28
9,17981,4,27/08/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,27
9,18837,3,26/08/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,26
9,19693,2,25/08/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,25
9,20549,1,24/08/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,24
9,21405,7,23/08/2015,0,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,23
9,22261,6,22/08/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,22
9,23117,5,21/08/2015,1,1,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,21
9,23973,4,20/08/2015,1,1,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,20
9,24829,3,19/08/2015,1,1,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,19
9,25685,2,18/08/2015,1,1,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,18
9,26541,1,17/08/2015,1,1,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,17
9,27397,7,16/08/2015,0,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,16
9,28253,6,15/08/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,15
9,29109,5,14/08/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,14
9,29965,4,13/08/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,13
9,30821,3,12/08/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,12
9,31677,2,11/08/2015,1,0,0,1,a,c,2030,8,2000,0,NA,NA,,8,15,11
9,32533,1,10/08/2015,1,0,0,1,a,c,2030,8,2000,0,NA,NA,,8,15,10
9,33389,7,09/08/2015,0,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,9
9,34245,6,08/08/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,8
9,35101,5,07/08/2015,1,1,0,1,a,c,2030,8,2000,0,NA,NA,,8,15,7
9,35957,4,06/08/2015,1,1,0,1,a,c,2030,8,2000,0,NA,NA,,8,15,6
9,36813,3,05/08/2015,1,1,0,1,a,c,2030,8,2000,0,NA,NA,,8,15,5
9,37669,2,04/08/2015,1,1,0,1,a,c,2030,8,2000,0,NA,NA,,8,15,4
9,38525,1,03/08/2015,1,1,0,1,a,c,2030,8,2000,0,NA,NA,,8,15,3
9,39381,7,02/08/2015,0,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,2
9,40237,6,01/08/2015,1,0,0,0,a,c,2030,8,2000,0,NA,NA,,8,15,1
10,6,4,17/09/2015,1,1,0,0,a,a,3160,9,2009,0,NA,NA,,9,15,17
10,862,3,16/09/2015,1,1,0,0,a,a,3160,9,2009,0,NA,NA,,9,15,16
10,1718,2,15/09/2015,1,1,0,0,a,a,3160,9,2009,0,NA,NA,,9,15,15
10,2574,1,14/09/2015,1,1,0,0,a,a,3160,9,2009,0,NA,NA,,9,15,14
10,3430,7,13/09/2015,0,0,0,0,a,a,3160,9,2009,0,NA,NA,,9,15,13
10,4286,6,12/09/2015,1,0,0,0,a,a,3160,9,2009,0,NA,NA,,9,15,12
10,5142,5,11/09/2015,1,0,0,0,a,a,3160,9,2009,0,NA,NA,,9,15,11
10,5998,4,10/09/2015,1,0,0,0,a,a,3160,9,2009,0,NA,NA,,9,15,10
10,6854,3,09/09/2015,1,0,0,0,a,a,3160,9,2009,0,NA,NA,,9,15,9
10,7710,2,08/09/2015,1,0,0,0,a,a,3160,9,2009,0,NA,NA,,9,15,8
10,8566,1,07/09/2015,1,0,0,0,a,a,3160,9,2009,0,NA,NA,,9,15,7
10,9422,7,06/09/2015,0,0,0,0,a,a,3160,9,2009,0,NA,NA,,9,15,6
10,10278,6,05/09/2015,1,0,0,0,a,a,3160,9,2009,0,NA,NA,,9,15,5
10,11134,5,04/09/2015,1,1,0,0,a,a,3160,9,2009,0,NA,NA,,9,15,4
10,11990,4,03/09/2015,1,1,0,0,a,a,3160,9,2009,0,NA,NA,,9,15,3
10,12846,3,02/09/2015,1,1,0,1,a,a,3160,9,2009,0,NA,NA,,9,15,2
10,13702,2,01/09/2015,1,1,0,1,a,a,3160,9,2009,0,NA,NA,,9,15,1
10,14558,1,31/08/2015,1,1,0,1,a,a,3160,9,2009,0,NA,NA,,8,15,31
10,15414,7,30/08/2015,0,0,0,1,a,a,3160,9,2009,0,NA,NA,,8,15,30
10,16270,6,29/08/2015,1,0,0,1,a,a,3160,9,2009,0,NA,NA,,8,15,29
10,17126,5,28/08/2015,1,0,0,1,a,a,3160,9,2009,0,NA,NA,,8,15,28
10,17982,4,27/08/2015,1,0,0,1,a,a,3160,9,2009,0,NA,NA,,8,15,27
10,18838,3,26/08/2015,1,0,0,1,a,a,3160,9,2009,0,NA,NA,,8,15,26
10,19694,2,25/08/2015,1,0,0,1,a,a,3160,9,2009,0,NA,NA,,8,15,25
10,20550,1,24/08/2015,1,0,0,1,a,a,3160,9,2009,0,NA,NA,,8,15,24
10,21406,7,23/08/2015,0,0,0,1,a,a,3160,9,2009,0,NA,NA,,8,15,23
